No,User Name,Rating Bintang,Tanggal,Ulasan Asli,Ulasan Preprocessing,Skor Sentimen,Sentimen Teks,Status Kesesuaian,Keterangan Anomali
4541,ridho Ali,1,2026-08-08,"pas daftar pake nomor saya... giliran mau ambil antrean suruh verifikasi lagi ke nomor lain, gatau nomor siapa itu, ada opsi verifikasi lewat email, pas di klik malah gabisa..",pas daftar pake nomor saya giliran mau ambil antrean suruh verifikasi lagi ke nomor lain gatau nomor siapa itu ada opsi verifikasi lewat email pas di klik malah tidak bisa,0,Netral,MATCH,
4542,Siti nurhasanah Siti nurhasanah,5,2026-08-08,mantep sangat membantu,mantep sangat membantu,3,Positif,MATCH,
4543,Ragil Komardi,5,2026-08-08,sebenernya bagus tapi kenapa klau mau cicil program rehab selalu ga bisa,sebenernya bagus tapi kenapa klau mau cicil program rehab selalu tidak bisa,2,Positif,MATCH,
4544,Kebob B,1,2026-08-08,antrian nya tidak muncul,antrean nya tidak muncul,0,Netral,MATCH,
4545,Ligar Ardhani,5,2026-08-08,good,good,2,Positif,MATCH,
4546,Kadek Wijana,5,2026-08-08,Bagus,bagus,2,Positif,MATCH,
4547,Yudha Huda,1,2026-08-08,ga bisa login,tidak bisa login,0,Netral,MATCH,
4548,Ilham efendi,1,2026-08-08,busuk busukk bnget otp kagak ke kirim kirim yang nomor telpon,busuk busukk bnget otp kagak ke kirim kirim yang nomor telpon,0,Netral,MATCH,
4549,Angely Saisab,5,2026-08-08,sangat membantu😇,sangat membantu,3,Positif,MATCH,
4550,Purwo Indra Irawan,5,2026-08-08,Sangat membantu dalam waktu & administrasi,sangat membantu dalam waktu administrasi,3,Positif,MATCH,
4551,Abiyu Kelvin hibrizy,5,2026-08-08,sangat membantu,sangat membantu,3,Positif,MATCH,
4552,RAsni Channel,5,2026-08-08,Lumayan cepat dan mudah,lumayan cepat dan mudah,5,Positif,MATCH,
4553,akun pribadi bang iky,3,2026-08-08,pas mau daftar verivikasi wajah tidak bisa,pas mau daftar verivikasi wajah tidak bisa,0,Netral,MATCH,
4554,Anto Bagus,4,2026-08-08,aplikasi bagus ngak susah gampang pemakaian,aplikasi bagus ngak sulit gampang pemakaian,-0.5,Netral,MATCH,
4555,Muhammad Syahrul,1,2026-08-08,aplikasi ga jelas daftar online kuota terpenuhi padahal daftar nya pagi,aplikasi tidak jelas daftar online kuota terpenuhi padahal daftar nya pagi,-1.35,Negatif,MATCH,
4556,Muhammad Aqil Kahar,1,2026-08-08,"kalo bikin aplikasi kasih tolong dikasih jalan alternatif, pikirin, jangan Nomor telepon yang dijadikan primary key karena gak semua nomor telepon bakal permanen aktif, alhasil orang yang mau berobat lewat aplikasi inipun kesusahaan untuk login karena sistemnya pake NIK juga bukan username atau email, dan tolong juga sebisa mungkin alihkan ke Google account sebagai kunci utama untuk login bukan Nomor telepon.",kalo bikin aplikasi kasih tolong dikasih jalan alternatif pikirin jangan nomor telepon yang dijadikan primary key karena tidak semua nomor telepon bakal permanen aktif alhasil orang yang mau berobat lewat aplikasi inipun kesusahaan untuk login karena sistemnya pake nik juga bukan username atau email dan tolong juga sebisa mungkin alihkan ke google account sebagai kunci utama untuk login bukan nomor telepon,0,Netral,MATCH,
4557,inar rif,5,2026-08-08,sangat sangat membantu sekali,sangat sangat membantu sekali,3,Positif,MATCH,
4558,Handi Ristanto,5,2026-08-08,mantap,mantap,3,Positif,MATCH,
4559,Ahmad Humam AHARK,1,2026-08-08,MAKSUDNYA APAAN YAAH? NGURAS UANG SAYA TERUS 5K SECARA BERTURUT TURUT.,maksudnya apaan yaah nguras uang saya terus 5k secara berturut turut,0,Netral,MATCH,
4560,Mubarak Harmain,1,2026-08-08,sulit verivikasi SMS nya dan ga ada kode SMS nya padahal udah nunggu 1 jam,sulit verivikasi sms nya dan tidak ada kode sms nya padahal udah nunggu 1 jam,-2.5,Negatif,MATCH,
4561,Bintangfirdaus 01,1,2026-08-08,"susah banget mau dapetin kode OTP SMS, ga muncul muncul, padahal kuota dan SMS ada. jangan mempersulit rakyat kecil dong! susah bgt mau login doang.",sulit banget mau dapetin kode otp sms tidak muncul muncul padahal kuota dan sms ada jangan mempersulit rakyat kecil dong sulit banget mau login doang,-5,Negatif,MATCH,
4562,Dhiq Assiddiqhi,5,2026-08-07,Alhamdulillah pelayanan JKN sekarang lebih baik di banding tahun tahun sebelumnya.,alhamdulillah pelayanan jkn sekarang lebih baik di banding tahun tahun sebelumnya,2,Positif,MATCH,
4563,PAHE SPORT CHANNEL,5,2026-08-07,Terimakasih sangat terbantu semoga terus ditingkatkan,terimakasih sangat terbantu semoga terus ditingkatkan,0,Netral,MATCH,
4564,dinarsyi putri,1,2026-08-07,gak bisa digunakan buat daftar onlen tungu beberapa saat dr mlem ssmpe pagi.ala sih yg berjalan lncarr aplisi buat masarakat itu,tidak bisa digunakan buat daftar onlen tungu beberapa saat dr mlem ssmpe pagi ala sih yang berjalan lncarr aplisi buat masarakat itu,0,Netral,MATCH,
4565,Muhammad Wahyudi,2,2026-08-07,"bug nya tolong diatasin doong,ni setiap verivikasi bug muluu",bug nya tolong diatasin doong ni setiap verivikasi bug muluu,-4,Negatif,MATCH,
4566,Fany Chriscella,2,2026-08-07,"captcha tidak muncul padahal lg perlu aplikasi jkn , jelek bgt padahal sinyal udah bagus , mau daftar faskes aja susah amat gara2 captcha ngeloading terus dr kemarin ! tolong ini solusinya gmna supaya captcha jkn muncul??",captcha tidak muncul padahal lg perlu aplikasi jkn buruk banget padahal sinyal udah bagus mau daftar faskes aja sulit amat gara2 captcha ngeloading terus dr kemarin tolong ini solusinya gmna supaya captcha jkn muncul,-3.5,Negatif,MATCH,
4567,Rais Gg,5,2026-08-07,mantap dan sangat membantu,mantap dan sangat membantu,6,Positif,MATCH,
4568,Asep Lesmana,5,2026-08-07,oke,oke,1.5,Positif,MATCH,
4569,Irma Permatasari,5,2026-08-07,sangat membantu dan bermafaat,sangat membantu dan bermafaat,3,Positif,MATCH,
4570,Nazril Salaslaki,3,2026-08-07,verifikasi muka aja susah kali,verifikasi muka aja sulit kali,-2.5,Negatif,MATCH,
4571,Anjar Farell,5,2026-08-07,oke,oke,1.5,Positif,MATCH,
4572,Gunawan Pkp,5,2026-08-07,mantap,mantap,3,Positif,MATCH,
4573,Fitranson,3,2026-08-07,"aplikasi JKN susah dibuka sekarang bug terus, dibenahi dong kita jadi terkendala, kemaren sudah ok sekarang kambuh lagi ya",aplikasi jkn sulit dibuka sekarang bug terus dibenahi dong kita jadi terkendala kemaren sudah ok sekarang kambuh lagi ya,-3,Negatif,MATCH,
4574,Supri Yatna,5,2026-08-07,sangat memudahkan,sangat memudahkan,3,Positif,MATCH,
4575,Herman,5,2026-08-07,sangat membantu pengurusan dokumen,sangat membantu pengurusan dokumen,3,Positif,MATCH,
4576,AQEELA PUTRI,5,2026-08-07,Allhamdulilah dengan adanya aplikasi JKN sangat membantu sekali,allhamdulilah dengan adanya aplikasi jkn sangat membantu sekali,3,Positif,MATCH,
4577,Usep Saepul,1,2026-08-07,kenapa aplikasi JKN tidak kompatibel di hp Android realme c2 mohon penjelasan padahal versi android 9,kenapa aplikasi jkn tidak kompatibel di hp android realme c2 mohon penjelasan padahal versi android 9,0,Netral,MATCH,
4578,Sabda Alam,5,2026-08-07,sejauh ini sangat membantu,sejauh ini sangat membantu,3,Positif,MATCH,
4579,Hesty Dinamara,5,2026-08-07,"sangat memuaskan sekali, Alhamdulillah saya telah berhasil dioperasi bonggol tulang pinggul",sangat memuaskan sekali alhamdulillah saya telah berhasil dioperasi bonggol tulang pinggul,2,Positif,MATCH,
4580,Ety Hariati,5,2026-08-07,sangat berguna,sangat berguna,0,Netral,MATCH,
4581,Nils Andrew,5,2026-08-07,sangat membantu ketika berobat,sangat membantu ketika berobat,3,Positif,MATCH,
4582,Moh Hatta,5,2026-08-07,bismillah,bismillah,0,Netral,MATCH,
4583,Dina Risnawati,5,2026-08-07,sangat bermanfaat,sangat bermanfaat,3,Positif,MATCH,
4584,Apud Sablon,4,2026-08-07,rt rw salah pdhal sya udh ganti,rt rw salah pdhal sya sudah ganti,0,Netral,MATCH,
4585,Sandi Ramadhan,1,2026-08-07,sekarang saya ngak bisa masuk aplikasi katanya perangkat ngak konsibel ngak jelas baget,sekarang saya ngak bisa masuk aplikasi katanya perangkat ngak konsibel ngak jelas baget,1.5,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
4586,Tati Lukman,1,2026-08-07,ga bisa login2 gimana sih aplikasinya. sampah!,tidak bisa login2 gimana sih aplikasinya sampah,-4,Negatif,MATCH,
4587,BAGRIE _INST,1,2026-08-07,"sejadul itukah hp saya sampe system nya ga suport, sedih amat yg punya hp jadul kudu beli hp baru ,ga merakyat amat ni aplikasi",sejadul itukah hp saya sampe system nya tidak suport sedih amat yang punya hp jadul kudu beli hp baru tidak merakyat amat ni aplikasi,0,Netral,MATCH,
4588,Mutia Purwaning,5,2026-08-07,mantab pelayanan nyaa,mantap pelayanan nyaa,3,Positif,MATCH,
4589,Asnanton Budiratno,5,2026-08-07,sangat membantu,sangat membantu,3,Positif,MATCH,
4590,RIMAN TAHALA,1,2026-08-07,aplikasi sampah. gini amat aplikasi untuk pelayanan masyarakat. ga bisa login,aplikasi sampah gini amat aplikasi untuk pelayanan masyarakat tidak bisa login,-4,Negatif,MATCH,
4591,Minhatul Maula,5,2026-08-07,sangat membantu,sangat membantu,3,Positif,MATCH,
4592,Wulandari,1,2026-08-07,"mau daftar gak bisa bisa anjir,ini apk pemerintah kok parah gini ya",mau daftar tidak bisa bisa anjir ini aplikasi pemerintah kok buruk gini ya,-3,Negatif,MATCH,
4593,Juan Molo,1,2026-08-07,"gak guna ini apk, buatt streess ajh, masaa kode OTP nya gak kekirim"" udah nyoba 3 nomor sama ajah gak masukkk, tolong di perbaiki",tidak guna ini aplikasi buatt streess ajh masaa kode otp nya tidak kekirim udah nyoba 3 nomor sama ajah tidak masuk tolong di perbaiki,0,Netral,MATCH,
4594,Akku 2802,1,2026-08-07,"APLIKASI SAMPAH. MASA NIK KATANYA TIDAK TERDAFTAR, MANA SUDAH RESET PASWORD LEWAT OTP TETAP GAK BISA LOGIN PADAHAL JELAS NIK KU SUDAH TERDAFTAR DAN SEMPAT DIGUNAKAN SEBELUMNYA, EH TIBA-TIBA LOG OUT SENDIRI. MEMANG APLIKASI TDK BERGUNA",aplikasi sampah masa nik katanya tidak terdaftar mana sudah reset pasword lewat otp tetap tidak bisa login padahal jelas nik ku sudah terdaftar dan sempat digunakan sebelumnya eh tiba-tiba login out sendiri memang aplikasi tidak berguna,-2.5,Negatif,MATCH,
4595,Kentang Uy Official,1,2026-08-07,"kalau bisa buatkan fitur countdown saat daftar online minimal 1 jam lah sebelum di konfirmasi di web ksatria, biar ga ada pasien daftar jam 8 pagi dan malah datang jam 11 siang, masih mending kalau pasiennya sepi nah kalo rame gimana tu, sempat dapet khasus gini, jadi aku serahin ke dokter untuk dipanggil setelah lewat 2-3 nomor, sayangnya antrean lama protes. sebaliknya jika saya urutkan sesuai kedatangn, yang online malah protes :v khusus yg umum, yg gigi ga perlu",kalau bisa buatkan fitur countdown saat daftar online minimal 1 jam lah sebelum di konfirmasi di web ksatria biar tidak ada pasien daftar jam 8 pagi dan malah datang jam 11 siang masih mending kalau pasiennya sepi nah kalo rame gimana tu sempat dapet khasus gini jadi aku serahin ke dokter untuk dipanggil setelah lewat 2-3 nomor sayangnya antrean lama protes sebaliknya jika saya urutkan sesuai kedatangn yang online malah protes v khusus yang umum yang gigi tidak perlu,-2,Negatif,MATCH,
4596,R D Prasetyo,1,2026-08-07,aplikasi menyulitkan pasien percuma bayar iuran fasilitas kaya gini,aplikasi menyulitkan pasien percuma bayar iuran fasilitas kaya gini,0,Netral,MATCH,
4597,Maria matrona Nalu,1,2026-08-07,pusingg suda beberapa kali gagal,pusingg suda beberapa kali gagal,-2.5,Negatif,MATCH,
4598,Ari Ri,5,2026-08-07,mohon info kenapa apk mobile jkn susah di akses yah,mohon info kenapa aplikasi mobile jkn sulit di akses yah,-2.5,Negatif,MISMATCH_HIGH_RATING,"Rating bintang tinggi (4-5), namun isi ulasan memuat kritik/keluhan tajam"
4599,Ahmad Maidy,5,2026-08-07,bagus..... terimakasih bpjs.....,bagus terimakasih bpjs,2,Positif,MATCH,
4600,Oppai Daisuki,1,2026-08-07,tolol,tolol,0,Netral,MATCH,
4601,Bang Ajo,5,2026-08-07,"aplikasi ini sangat membantu dan mempermudah dan mempercepat dalam pengambilan antrean namun di setiap kita login masuk ke aplikasi selalu harus memasukan nik, password dan capcha, itu juga login membutuhkan waktu lama baru di konfirmasi",aplikasi ini sangat membantu dan mempermudah dan mempercepat dalam pengambilan antrean namun di setiap kita login masuk ke aplikasi selalu harus memasukan nik password dan capcha itu juga login membutuhkan waktu lama baru di konfirmasi,1,Positif,MATCH,
4602,Su_ benno,5,2026-08-07,jos jis jus aplikasi nya,jos jis jus aplikasi nya,0,Netral,MATCH,
4603,Darma Suita,5,2026-08-07,"Saya pengguna gagap teknologi,namun masih bisa mengikuti instruksi yang diberikan,semoga pelayanan kedepannya semakin memuaskan.",saya pengguna gagap teknologi namun masih bisa mengikuti instruksi yang diberikan semoga pelayanan kedepannya semakin memuaskan,0,Netral,MATCH,
4604,oik mandala,1,2026-08-07,"Padahal iklan mlulu nyuruh orang daftar bpjs agar dimudahkan layanan kesehatannya. Udah daftar dan bayar tiap bulan BPJS. eh ketika kita sakit faskes (RS/Puskesmas) dapatnya kita cuma dianak tirikan layanannya. di judge yang pake bpjs miskin lah nggak punya otak lah, dinyinyirinlah dll. saya tanya BPJS itu fungsi nya apa, kita bayar tiap bulan ke BPJS masyrakat tu dapat manfaat apa. atau kita bayar BPJS tu wat pejabat aja????",padahal iklan mlulu nyuruh orang daftar bpjs agar dimudahkan layanan kesehatannya udah daftar dan bayar tiap bulan bpjs eh ketika kita sakit faskes rs puskesmas dapatnya kita cuma dianak tirikan layanannya di judge yang pake bpjs miskin lah tidak punya otak lah dinyinyirinlah dll saya tanya bpjs itu fungsi nya apa kita bayar tiap bulan ke bpjs masyrakat tu dapat manfaat apa atau kita bayar bpjs tu wat pejabat aja,0,Netral,MATCH,
4605,Ari Genjet,5,2026-08-07,membuat,membuat,0,Netral,MATCH,
4606,Andri Andrika,5,2026-08-07,ok,ok,1.5,Positif,MATCH,
4607,iqbal mahmud,5,2026-08-07,ok,ok,1.5,Positif,MATCH,
4608,Andik Pratama,1,2026-08-07,aplikasi jembut,aplikasi jembut,0,Netral,MATCH,
4609,Ali Amran,1,2026-08-07,"aplikasi sampah, tiap mau dibuka selalu disuruh update, instal ulanglah... banyak bacot..tudak kompatibel dengan perangkat yang digunakanlah, kemaren kemaren bisa sekarang kok tidak kompatibel? jangan nyusahin klo bikin aplikasi napa? .",aplikasi sampah tiap mau dibuka selalu disuruh update instal ulanglah banyak bacot tudak kompatibel dengan perangkat yang digunakanlah kemaren kemaren bisa sekarang kok tidak kompatibel jangan nyusahin klo bikin aplikasi napa,-4,Negatif,MATCH,
4610,YuwanCuan,1,2026-08-07,"saya harap di update lagi aplikasinya masa daftar masuk susah banget kendala di saat verifikasi no HP dengan tulisan yang membosankan, ( Permintaan Anda belum dapat di proses, silakan mencoba beberapa saat lagi ) nah yang jadi pertanyaan gangguan sampe tiap hari? tiap menit? tiap detik?",saya harap di update lagi aplikasinya masa daftar masuk sulit banget kendala di saat verifikasi no hp dengan tulisan yang membosankan permintaan anda belum dapat di proses silakan mencoba beberapa saat lagi nah yang jadi pertanyaan gangguan sampe tiap hari tiap menit tiap detik,-2.5,Negatif,MATCH,
4611,imam azis1923,5,2026-08-07,sangat bagus,sangat bagus,2,Positif,MATCH,
4612,aci aprianto,5,2026-08-07,mudah terpercaya,mudah terpercaya,2.5,Positif,MATCH,
4613,Geaaa viki,1,2026-08-07,aplikasi belum berjalan maksimal saat pengirimann kode OTP nomor tlvn gagal terus dan sering offline padahal jaringan tidak bermasalah PERHATIKAN DAN SEGERA PERBAIKI APK BOSOKMU INI! BIKIN EMOSI AJA,aplikasi belum berjalan maksimal saat pengirimann kode otp nomor tlvn gagal terus dan sering offline padahal jaringan tidak bermasalah perhatikan dan segera perbaiki aplikasi bosokmu ini bikin emosi aja,-3.5,Negatif,MATCH,
4614,Riz4l Denk,5,2026-08-07,simpel dan proses cepat tampa ngantri dan bisa pindah pindah faskes,simpel dan proses cepat tampa ngantri dan bisa pindah pindah faskes,2.5,Positif,MATCH,
4615,Wayan simpen Simpen,5,2026-08-07,sangat senang dengan pelayanan jkn,sangat senang dengan pelayanan jkn,2,Positif,MATCH,
4616,Gio Vanni,5,2026-08-07,Good Mobil JKn,good mobil jkn,2,Positif,MATCH,
4617,Jaga Pagi,5,2026-08-07,sangat membantu,sangat membantu,3,Positif,MATCH,
4618,Santa Hedika,4,2026-08-07,respon sangat baik,respon sangat baik,2,Positif,MATCH,
4619,Miharti Eming,1,2026-08-07,mau verifikasi no tlp tidak bisa di klik padahal hp dalam kondisi normal. padahal mau ngambil no antrian buat berobat besok malah tidak bisa,mau verifikasi no tlp tidak bisa di klik padahal hp dalam kondisi normal padahal mau ngambil no antrean buat berobat besok malah tidak bisa,0,Netral,MATCH,
4620,Oppo a17k,5,2026-08-07,saya sangat terbantu,saya sangat terbantu,0,Netral,MATCH,
4621,Salbianti,1,2026-08-07,susah bgt mau daftar nya,sulit banget mau daftar nya,-2.5,Negatif,MATCH,
4622,Ohar Setiawan,1,2026-08-07,jkn sangat membatu,jkn sangat membatu,0,Netral,MATCH,
4623,VANTZY 0701,5,2026-08-07,bagus,bagus,2,Positif,MATCH,
4624,Skiddy Liy,1,2026-08-07,update terbaru hp sya tidak bisa,update terbaru hp sya tidak bisa,0,Netral,MATCH,
4625,Iwan Ciwong,2,2026-08-07,"ini gimana sih niat bikin aplikasi atau engga, niat mempermudah tapi malah bikin sulit. ada menu Rehab tapi gak bisa digunakan pembayaran, tolong diperbaiki kembali.",ini gimana sih niat bikin aplikasi atau engga niat mempermudah tapi malah bikin sulit ada menu rehab tapi tidak bisa digunakan pembayaran tolong diperbaiki kembali,-2.5,Negatif,MATCH,
4626,Useng Saefullah,5,2026-08-07,bagus lebih memudahkan,bagus lebih memudahkan,5,Positif,MATCH,
4627,Ahmad Prayoga,1,2026-08-07,jelek,buruk,-3,Negatif,MATCH,
4628,MHD ABD RAFI,5,2026-08-07,bedebest,bedebest,0,Netral,MATCH,
4629,Amira Saffa,1,2026-08-07,aku kira komentar jelek mereka cuma hoax. ternyata benar.,aku kira komentar buruk mereka cuma hoax ternyata benar,-3,Negatif,MATCH,
4630,Yayan Sinatra,5,2026-08-07,"Terimakasih buat Mobile JKN,mau berobat ke faskes jadi lebih mudah...mantap",terimakasih buat mobile jkn mau berobat ke faskes jadi lebih mudah mantap,5.5,Positif,MATCH,
4631,Bin Sanan,1,2026-08-07,sulit untuk masuk aplikasi lagi,sulit untuk masuk aplikasi lagi,-2.5,Negatif,MATCH,
4632,Xinamonroll,2,2026-08-07,"optimasi untuk aplikasi kurang, terkadang terjadi log out secara mendadak padahal posisi user sedang terburu-buru, tolong optimasi aplikasi dong. Jangan asal buat aplikasi tapi optimasinya kurang",optimasi untuk aplikasi kurang terkadang terjadi login out secara mendadak padahal posisi user sedang terburu-buru tolong optimasi aplikasi dong jangan asal buat aplikasi tapi optimasinya kurang,0,Netral,MATCH,
4633,Ibnu Soleh,1,2026-08-07,"aplikasi sangat buruk, verifikasi nomor telepon ga bisa bisa, udah di coba sampe berkali kali tetep ga bisa... kenapa sih harus di buat ribet gini.... ya Allah",aplikasi sangat buruk verifikasi nomor telepon tidak bisa bisa udah di coba sampe berkali kali tetep tidak bisa kenapa sih harus di buat rumit gini ya allah,-5,Negatif,MATCH,
4634,abhai 66,1,2026-08-07,"demi keamanan aplikasi tidak bisa berjalan diperangkat yg di root, apa sih maksudnya. hp gw gak pernah di root bjirr. gak jelas bgt aplikasinya. bukannya mempermudah malah makin mempersulit",demi keamanan aplikasi tidak bisa berjalan diperangkat yang di root apa sih maksudnya hp gw tidak pernah di root bjirr tidak jelas banget aplikasinya bukannya mempermudah malah makin mempersulit,-1.35,Negatif,MATCH,
4635,Library Gaaa,5,2026-08-07,proses mudah dan cepat,proses mudah dan cepat,5,Positif,MATCH,
4636,Venisha Indri,5,2026-08-07,memudahkan mengakses Data,memudahkan mengakses data,3,Positif,MATCH,
4637,Bubun Bunyamin,5,2026-08-07,sangat membantu,sangat membantu,3,Positif,MATCH,
4638,Santi Nah,4,2026-08-07,"puas dengan aplikasi ini awalnya susah buat gabung 1 kk di 1 aplikasi sekarNg udah bisa,Alhamdulillah cukup dengan 1 hp",puas dengan aplikasi ini awalnya sulit buat gabung 1 kartu keluarga di 1 aplikasi sekarng udah bisa alhamdulillah cukup dengan 1 hp,0.5,Netral,MATCH,
4639,PUNGKAS PRAMBUDI SANTOSA,5,2026-08-07,sangat bermanfaat,sangat bermanfaat,3,Positif,MATCH,
