No,User Name,Rating Bintang,Tanggal,Isi Ulasan Asli,Master Ground Truth,Prediksi ML (Naive Bayes),Confidence Score (%),Prob Positif (%),Prob Negatif (%),Status Anomali
3998,Septiana sri rizqi,5,2026-08-13,sangat di perlukan dan sangat membantu,Positif,Positif,99.2,99.2,0.7,Sesuai
3999,Yahman,5,2026-08-13,mudah diakses 👍,Positif,Positif,93.4,93.4,6.3,Sesuai
4000,dhea pradita,1,2026-08-13,"𝘢𝘯𝘫𝘪𝘪𝘪𝘳𝘳𝘳 𝘴𝘦𝘳𝘪𝘯𝘨 𝘦𝘳𝘳𝘰𝘳 𝘯𝘰𝘵𝘪𝘧𝘪𝘬𝘢𝘴𝘪 ""𝘮𝘰𝘣𝘪𝘭𝘦 𝘫𝘭𝘯 𝘮𝘰𝘨𝘰𝘬 𝘬𝘢𝘳𝘦𝘯𝘢 𝘢𝘭𝘢𝘴𝘢𝘯𝘯𝘺𝘢 𝘴𝘦𝘯𝘥𝘪𝘳𝘪, 𝘬𝘦𝘵𝘶𝘬 𝘯𝘰𝘵𝘪𝘧𝘪𝘬𝘢𝘴𝘪 𝘶𝘯𝘵𝘶𝘬 𝘱𝘦𝘮𝘣𝘢𝘩𝘢𝘳𝘶𝘢𝘯"" 𝘣𝘳𝘦𝘯𝘨𝘴𝘦𝘬",Negatif,Positif,51.5,51.5,45.6,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
4001,Nadya Stiara bella,2,2026-08-13,kenapa si apk nya aneh banget pas buka offline Mulu ga ada data katanya padahal pake wifi buka apk lain aman aman aja buka apk ini ga bisa terus heran,Negatif,Negatif,94.8,5,94.8,Sesuai
4002,Julhairi 03,5,2026-08-13,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
4003,Muhammad habil,1,2026-08-13,"Jkn tolol, mau daftar malah offline jelas-jelas sinyal ku lancar",Positif,Negatif,79.8,19.1,79.8,Sesuai
4004,Herlin Aimee,5,2026-08-13,helpfull,Positif,Positif,51.5,51.5,45.6,Sesuai
4005,danang dian permana,5,2026-08-13,oke,Positif,Positif,97.4,97.4,2.4,Sesuai
4006,Randi Ahmad,1,2026-08-13,"ini saya mau verif wajah susah bener, benerin lah",Negatif,Negatif,87.2,12,87.2,Sesuai
4007,Dila Adilaksitrini,5,2026-08-13,mudah digunakan,Positif,Positif,97.4,97.4,2.6,Sesuai
4008,Toddy Sidharta,5,2026-08-13,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
4009,Silfa Mobile,5,2026-08-13,"login pun susah, minta supaya di permudah cara login dan perubahan kata sandi agar tidak di persulit",Positif,Negatif,65.1,33.9,65.1,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
4010,Candra Idm,1,2026-08-13,error mulu ah...,Negatif,Negatif,93.7,6,93.7,Sesuai
4011,Akbar sulsel,5,2026-08-13,semoga lebih baik pagi,Positif,Positif,85.8,85.8,13.3,Sesuai
4012,Khomariyah,2,2026-08-13,"permintaan gk bsa diproses terus,aplikasi sering eror",Negatif,Negatif,94.3,5.2,94.3,Sesuai
4013,Edy ATas Awan,1,2026-08-13,"APLIKASINYA ANEH, DIBATASI 3 NIK DLM 1 HP CAPCA NYA SUSAH DIBACA & MENYULITKAN SEKALI",Negatif,Negatif,87.3,11.6,87.3,Sesuai
4014,Wahyu Wahyu,5,2026-08-13,"bismilah rakyak harus gratis berobat, pemerintah bisa, takbir...",Positif,Negatif,69,30.7,69,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
4015,Pipit Girikarto,5,2026-08-13,memuaskan. menurut saya walpun menggunakan BPJS harus pelayanan jg harus optimal jangan di beda bedakan,Positif,Positif,58.7,58.7,39.6,Sesuai
4016,nurhayati berasa,5,2026-08-13,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
4017,Aloysia N,1,2026-08-13,"kacau, kode otp udah 2 jam ga masuk masuk",Negatif,Negatif,97.3,2.5,97.3,Sesuai
4018,rio hentiriansyah,1,2026-08-13,"daftar ribet,harus pake verifikasi SMS dan potong pulsa dan verifikasi email lambat tidak dapat no verifikasi,,ribet pokoknya",Negatif,Negatif,97.4,2.4,97.4,Sesuai
4019,Syahdila 2003,5,2026-08-13,mantap sangat membantu warga yg sedang membutuhkangoood🙏🙏🙏,Positif,Positif,98.5,98.5,1.3,Sesuai
4020,Perkasa Power,5,2026-08-13,"Bagus dan sangat membantu untuk melakukan reg apabila ingin berobat, terima kasih Mobile JKN pertahankan layanan baik ini",Positif,Positif,99.8,99.8,0.2,Sesuai
4021,Saputra,4,2026-08-13,Lumanyan,Positif,Positif,51.5,51.5,45.6,Sesuai
4022,MurdY Hafiz9,5,2026-08-13,good,Positif,Positif,98.5,98.5,1.3,Sesuai
4023,Delima Sitohang,4,2026-08-13,penanganan cepat,Positif,Positif,88.1,88.1,10.9,Sesuai
4024,zahra kabil,5,2026-08-13,bagus sekali,Positif,Positif,97.9,97.9,1.9,Sesuai
4025,Siska Tri Wulandari,5,2026-08-13,pelayanan memuaskan,Positif,Positif,95.2,95.2,4.3,Sesuai
4026,CowBoys Channel,5,2026-08-13,belum pernah mengalami kendala,Positif,Negatif,60.5,36.6,60.5,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
4027,Putri Qoyyim,4,2026-08-13,kenapa di jkn tidak bisa terdaftar poli lebih dari 2 jika hanya rujuan 1 memudahkan pasien daftar online kan bagus,Positif,Negatif,59,40.7,59,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
4028,Franciska Kristi,5,2026-08-13,berharap aplikasi ini bisa mempermudah masyarakat luas dan bisa lancar dalam penggunaan nya,Positif,Positif,89.6,89.6,9.9,Sesuai
4029,Andri Sarwono,5,2026-08-13,good dan mudah,Positif,Positif,99.5,99.5,0.5,Sesuai
4030,TASYA KIRANA GEMOY,5,2026-08-13,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
4031,Nana,4,2026-08-13,verifikasi lamban..,Positif,Negatif,82.2,16.9,82.2,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
4032,Eko Hari Prasetyo,1,2026-08-13,Aplikasi sering gangguan. Apalagi ketika ngambil nomor antrean secara online. Sering tidak terlihat sisa nomor antreannya. Mohon diperbaiki lagi aplikasinya agar mempermudah masyarakat yang ingin berobat,Negatif,Negatif,55.8,42.9,55.8,Sesuai
4033,Eni Flavyou,1,2026-08-13,"jelek bgt njirrrr, mau daftar nungguin kode verifikasi ga muncul² stressss apk jelekkk bintang 1",Negatif,Negatif,98.5,1.4,98.5,Sesuai
4034,Bram Widyatmoko,1,2026-08-13,ribet,Negatif,Negatif,95.8,3.9,95.8,Sesuai
4035,Aidha Adi,5,2026-08-13,puas banget,Positif,Positif,93.9,93.9,5.3,Sesuai
4036,Erna Santika,5,2026-08-13,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
4037,Riyan Iksandar winata,1,2026-08-13,"sampah, gak bisa masuk ,offline ,",Negatif,Negatif,94.5,5.2,94.5,Sesuai
4038,thenmust NT,5,2026-08-13,"awesome, it's quite friendly application",Positif,Positif,79.8,79.8,17.8,Sesuai
4039,Santi Laraswati,1,2026-08-13,gak jelas aplikasi nya malah nyusahin gak bantu sama sekali padahal baru buka jadwal ambil antrian masa langsung penuh terus eror terus,Negatif,Negatif,97.7,2.2,97.7,Sesuai
4040,Nayla Farrellyne,1,2026-08-13,"tolong ditingkatkan lagi sistem nya, saya hari ini ada kontrol tetapi jkn dari kemarin selalu bermasalah, entah transaksi gagal atau offline dll. menyulitkan",Negatif,Negatif,70.7,27.4,70.7,Sesuai
4041,sari setyowati,1,2026-08-13,"Kode otp gak masuk padahal ada kuota dan pulsa diatas 25k. Pas mau daftar tulisannya eror offline padahal wifi lancar aja, bahkan buat main MLBB pun gak nge lag. Eror terus-terusan. Yang maintenance nya kayaknya gak bener, jadi kesel tiap mau daftar. Mana rumah sakit biasanya harus daftar di mobile jkn dulu",Positif,Negatif,98,1.9,98,Sesuai
4042,Sofyan Ruhana,5,2026-08-13,"Alhamdulillah, bagus dan sangat membantu... Makasih 🙏",Positif,Positif,99.9,99.9,0.1,Sesuai
4043,Luki Lukman Hakim,5,2026-08-13,sangat membantu sekali pokonamah love you sakebon,Positif,Positif,99.8,99.8,0.2,Sesuai
4044,Ani 992,1,2026-08-13,"kode otp knpa nggk msuk2 si, udh coba sring daftar ttep aj mslah di kode otp, gmna solusinya ini",Negatif,Negatif,92.6,6.6,92.6,Sesuai
4045,Muhammad ikmal,1,2026-08-13,nazis aplikasi nya kehapus eh pas mau download LG g bisa katanya perangkat tidak kompitibel,Negatif,Negatif,84.3,14.6,84.3,Sesuai
4046,Faiz nadhim,1,2026-08-13,jelek ga bisa scaning wajah butuh lebih dari 5x DANN SEKARANG BELUM BISAB,Negatif,Negatif,93.2,6.5,93.2,Sesuai
4047,virgiawan listanto,2,2026-08-13,bener2 error.. gw udah resetvasi tapi no antrianya ga keluar,Negatif,Negatif,91.2,8.4,91.2,Sesuai
4048,Umi Koriyah,5,2026-08-13,sangat membantu buat keluarga yang kurang mampu👍,Positif,Positif,86.5,86.5,12,Sesuai
4049,andi wawantt,1,2026-08-12,"PERBAIKI, ERROR MULI",Negatif,Negatif,59.3,40.3,59.3,Sesuai
4050,Dani Dani,1,2026-08-12,"apalah ini aplikasi gk jelas,malah gk bisa vermuk aneh",Negatif,Negatif,99.4,0.6,99.4,Sesuai
4051,Resti Rosita,5,2026-08-12,praktis,Positif,Positif,88.4,88.4,10.7,Sesuai
4052,Ansel Tangi,5,2026-08-12,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
4053,Feb,1,2026-08-12,"verifikasi no HP ditolak mulu pdhl udah ada pulsa,GJ bgt asli",Negatif,Negatif,86.3,12.2,86.3,Sesuai
4054,Indra Acm,5,2026-08-12,Sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
4055,Fesbuk Anyar,1,2026-08-12,aplikasi sampah. gagal terhubung ke server mulu,Negatif,Negatif,84.8,14.6,84.8,Sesuai
4056,M.alihanafiah Ali,5,2026-08-12,trimakasih yg banyak atas pelayanan nya,Positif,Positif,91.2,91.2,7.7,Sesuai
4057,Akramayanti 87,5,2026-08-12,sangat memmudahkn,Positif,Positif,51.5,51.5,45.6,Sesuai
4058,Indra Dermawan,5,2026-08-12,fast respon,Positif,Positif,89.6,89.6,9.3,Sesuai
4059,Yani Alwi,5,2026-08-12,cepat,Positif,Positif,92.6,92.6,7.2,Sesuai
4060,umar a yunani,1,2026-08-12,tidak bisa di gunakan,Negatif,Negatif,75.8,24.1,75.8,Sesuai
4061,Jeanne Sopia,5,2026-08-12,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
4062,Aji Dzikrillah,1,2026-08-12,"baru instal malah gk bisa dibuka, apk aneh",Negatif,Negatif,96.7,3.1,96.7,Sesuai
4063,Haris mahessa,1,2026-08-12,saya anggota bpjs kesehatan aktif.kenapa bpjs kesehatan kalau di gunakan di luar paskes malah jadi bayar.padahal saya tiap bulannya bayar..trus data yang di gunakan juga malah data bpjs.tapi bayar,Negatif,Positif,57.4,57.4,42.1,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
4064,Ade Ramdani,5,2026-08-12,"Terima Kasih & Sangat Membantu Sekali, Terutama Untuk Saya & Keluarga Saya 🤓👍🙏",Positif,Positif,99.4,99.4,0.6,Sesuai
4065,Mujiburrahman Viking,5,2026-08-12,keren berapa anggaran terliyun nya gampang saya berbca saja ini,Positif,Positif,61.2,61.2,37.6,Sesuai
4066,Lutfi Ramdhani,5,2026-08-12,Bagus sekali,Positif,Positif,97.9,97.9,1.9,Sesuai
4067,Juminto Cakep,2,2026-08-12,Tidak bisa melihat riwayat pelayanan,Negatif,Positif,50.3,50.3,47.8,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
4068,Hobiku Hokiku,1,2026-08-12,"disuruh update apk ,eh di PS sudah tidak kompatible dg perangkat anda, nasip hp jadul, malah disuruh beli hp baru ....",Negatif,Negatif,93.2,5.8,93.2,Sesuai
4069,Sadih Imron,5,2026-08-12,sangat membantu dan proses cepat,Positif,Positif,99.3,99.3,0.7,Sesuai
4070,intan permata,5,2026-08-12,sangat berguna tapi sya tidak bisa mendownload nyaaaa,Positif,Positif,61.4,61.4,37.5,Sesuai
4071,Minak Ngabihi,5,2026-08-12,ok.. 💪,Positif,Positif,51.5,51.5,45.6,Sesuai
4072,trisna arter,5,2026-08-12,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
4073,Hali Abdiyansyah,5,2026-08-12,terima kasih pelayanan mantap banget,Positif,Positif,99.3,99.3,0.7,Sesuai
4074,Nida Fauziyah,1,2026-08-12,"GABISA DAFTAR LOL, SMS GA MASUK MASUK",Negatif,Negatif,96.4,3.4,96.4,Sesuai
4075,Hanum,1,2026-08-12,"aplikasi sering tidak stabil dan sll ada kendala,,",Negatif,Negatif,68.9,27.9,68.9,Sesuai
4076,yenz kinan,5,2026-08-12,mempermudah pengobatan bpjs,Positif,Positif,83,83,16.8,Sesuai
4077,Danu Bogle,1,2026-08-12,KECEWA SAAT PENDAFTARAN NOMOR SUDAH BENAR TAPI SELALU GAGAL!!! KACAU !!,Negatif,Negatif,85.2,13.4,85.2,Sesuai
4078,Saipul Pajri,5,2026-08-12,pelayanan memuaskan,Positif,Positif,95.2,95.2,4.3,Sesuai
4079,Febby Camelia,5,2026-08-12,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
4080,Dapoer Kulit,1,2026-08-12,"anda memaksa untuk autodebet, tetapi anda gagal dalam segala hal, baik dari administrasi, layanan, respon yang tanpa solusi. mengambil hak orang lain tetapi minim tanggung jawab. Di ketentuan Autodebet disebutkan bahwa ""jika ada keterlambatan pembayaran (denda) tetap ada. meskipun kesalahan dari bank"" lucu dengan kebijakan yang anda buat",Negatif,Negatif,50.8,47.7,50.8,Sesuai
4081,Mawarni Barasa,5,2026-08-12,layanan oke,Positif,Positif,98.1,98.1,1.8,Sesuai
4082,Akbar Wildan,5,2026-08-12,memudahkan check kesehatan,Positif,Positif,81.3,81.3,18.2,Sesuai
4083,Khazhée,1,2026-08-12,"jujur sistem lupa sandinya busuk banget, gue lupa sandi dan gk tau cara loginnya sekarang. mana perbulan gua udah bayar tapi endingnya disuruh login",Negatif,Negatif,94.1,5,94.1,Sesuai
4084,Imas S R,1,2026-08-12,"makin kesini makin buruk aja ,susah bgt mau daftar online juga makin gak ngerti sama aplikasi ini tolong lah untuk di perbaiki ,kasian yg mau kontrol ke rumah sakit susah dftarnya",Negatif,Negatif,95.3,4.4,95.3,Sesuai
4085,Sjamsuddin Lubis,5,2026-08-12,memudahkan utk pendaftaran dan pindah faskes,Positif,Positif,91.6,91.6,8.1,Sesuai
4086,Reni Hungkul,5,2026-08-12,JKN Mantaappp,Positif,Positif,81.8,81.8,16.1,Sesuai
4087,Feri saputra,1,2026-08-12,eror terus kalo ambil antrean.,Negatif,Negatif,89.3,10.4,89.3,Sesuai
4088,Oji Rojidin,5,2026-08-12,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
4089,Ziyad Akbar,5,2026-08-12,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
4090,Nur Komari,5,2026-08-12,"sejalk dapat jkn alkhamdulillah sangat membantu kami sekeluarga,trimakasih pemerintah indonesia",Positif,Positif,93.7,93.7,5.9,Sesuai
4091,Ardanu Ash,1,2026-08-12,OTP kok pulsa sendiri? Aku pakai Gojek ataupun aplikasi lainnya ga pake pulsa deh,Negatif,Negatif,88.6,10.5,88.6,Sesuai
4092,Thoriq Ijlal panuju,1,2026-08-12,aplikasi tolol bikin ribet daftar jg ribet lama lagi,Negatif,Negatif,97.7,2.1,97.7,Sesuai
4093,Djon Ardjuna Potto,5,2026-08-12,Mudah di pahami terimakasih 🙏🙏,Positif,Positif,96.4,96.4,3.4,Sesuai
4094,Dendi Ridwan,5,2026-08-12,sangat membantu dan mudah di pahami,Positif,Positif,99.7,99.7,0.3,Sesuai
4095,Lukman Hakim,5,2026-08-12,sangat mudah,Positif,Positif,98.4,98.4,1.5,Sesuai
4096,siti embar juharianti,5,2026-08-12,aplikasi sangat bermanfaat,Positif,Positif,98.4,98.4,1.5,Sesuai
4097,Tia Yupita sari,5,2026-08-12,saaayaaa gak bisaa login ini gimna cb,Positif,Negatif,74.8,23.5,74.8,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
4098,naura anjani,5,2026-08-12,alhamdulillah,Positif,Positif,91,91,8.3,Sesuai
4099,Dinda Larasati,3,2026-08-12,"BENERIN DLU DEH APLIKASI LU, BPJS JUGA BAYAR YAA, MASA KAYA BEGINI ANJIR",Netral,Negatif,75.7,22,75.7,Sesuai
4100,Infinix Infinix,5,2026-08-12,mantap cepat,Positif,Positif,99.4,99.4,0.6,Sesuai
4101,Muhammad,5,2026-08-12,lumanyan baik,Positif,Positif,81,81,18.5,Sesuai
4102,Daeeenk Zahin,5,2026-08-12,ok mi,Positif,Positif,51.5,51.5,45.6,Sesuai
4103,Shushui,3,2026-08-12,kenapa telat bayar BPJS untuk denda tidak dimunculkan melainkan pada saat setelah bayar BPJS dan mau rawat inap baru diminta rumah sakit.,Netral,Negatif,76.6,22,76.6,Sesuai
4104,vergil dmc,3,2026-08-12,ketika saya mendaftar saat masukan nomer hp. knpa . ada keterangan permintaan anda belum dapat di proses silahkan mencoba lagi. sudah di coba 5x dapet keterangan yg sama. tanpa ada penjelasan penyebabnya apa.,Netral,Negatif,87.8,11.4,87.8,Sesuai
4105,Wisnu Uu,5,2026-08-12,proses nya mudah,Positif,Positif,81.1,81.1,18.2,Sesuai
4106,Nur Hidayat,5,2026-08-12,sangat membantu saya terimakasih,Positif,Positif,99.6,99.6,0.4,Sesuai
4107,Mustahidin,4,2026-08-12,cukup gampang dalam setiap proses nya,Positif,Positif,79.9,79.9,19.5,Sesuai
4108,Adilah Mentari,5,2026-08-12,Semoga semakin maju dan berkembang,Positif,Positif,88.6,88.6,10.6,Sesuai
4109,Alvin Aprilio,5,2026-08-12,sangat bagus,Positif,Positif,99,99,0.9,Sesuai
4110,Dapur Omay,5,2026-08-12,"selalu puas dengan aplikasi ini, good bgt",Positif,Positif,97.8,97.8,2,Sesuai
4111,Abi Pkp,1,2026-08-12,"aplikasi sampah menyusahkan masyarakat,masa udh daftar ga bisa masuk hanya karna auto debit kan aneh emang hidup di Indonesia ini memang Sengsara",Negatif,Negatif,94.5,5.1,94.5,Sesuai
4112,Deni Sopiyan,5,2026-08-12,Terima kasih atas kecepatan pelayanan dan informasinya,Positif,Positif,97.2,97.2,2.6,Sesuai
4113,Oman Haikal,1,2026-08-12,nih aplikasi ribet bnget cuma mau masuk juga,Negatif,Negatif,95.6,3.7,95.6,Sesuai
4114,Lukhi Muristha,1,2026-08-12,"diminta update tetapi tidak compatible, minimal android 8, ini android 9 tidak bisa.",Negatif,Negatif,88.9,10.4,88.9,Sesuai
4115,Teten Santana,2,2026-08-12,knp aplikasi jkn mobil sy tdk bisa di gunakan lagi di hp sy..tp pas di coba hp yg lain bisa log in...?,Negatif,Negatif,71.3,28.2,71.3,Sesuai
4116,Melinda Gustina Prj,5,2026-08-12,luar biasa,Positif,Positif,94.8,94.8,4.6,Sesuai
4117,Muhamad Ilham,4,2026-08-12,"min tolong dong, terkendala engga bisa verivikasi nomer, jadi engga bisa ngajuin perawatan lanjut",Positif,Negatif,66.2,31.9,66.2,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
4118,Rudi Hairudin,1,2026-08-12,knapa kok saat sy mau buka apl jkn kok layar nya jadi gelap begini ga bisa kebuka sy kira di semua apl ga tau nya cuma apl jkn aja yg gelap ga bisa ke buka,Negatif,Negatif,78,21.4,78,Sesuai
4119,riyadi ahmad,5,2026-08-12,sangat membantu terimakasih 🙏,Positif,Positif,99.5,99.5,0.5,Sesuai
4120,Ridho Atel,5,2026-08-12,terima kasih jkn sangat mudah sekali untuk melakukan perubaha data peserta,Positif,Positif,98.4,98.4,1.5,Sesuai
4121,nur pais,4,2026-08-12,sangat mudah dan aman,Positif,Positif,98.1,98.1,1.8,Sesuai
4122,Muhammad Affan Akbar,5,2026-08-12,Terbaik,Positif,Positif,81,81,18.5,Sesuai
4123,Azka Ardan,5,2026-08-12,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
4124,Ignasius Mmboja,5,2026-08-12,goood ku suka semua bisa d akses dngan mudah,Positif,Positif,73.4,73.4,25.9,Sesuai
4125,bayu prasetiyo,1,2026-08-12,"mau daftar akun, tapigk bisa2.. suruh kirim kode verifikasi tapi gk ada kiriman kode dari BPJS di SMS maupun email. gimana siiiii?",Negatif,Negatif,97.6,2.2,97.6,Sesuai
4126,Agung Suryana,2,2026-08-12,apk sampah,Negatif,Negatif,92.3,7.3,92.3,Sesuai
4127,Chanra Ihsan,1,2026-08-12,katanya aplikasi layanan tapi mau verifikasi doang susah,Negatif,Negatif,73.8,25.3,73.8,Sesuai
4128,Samidi Prabu,5,2026-08-12,Sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
4129,Pio yuharistian HSB,5,2026-08-12,bagus mudah dan praktis....lebih baik lg,Positif,Positif,99.3,99.3,0.7,Sesuai
4130,Yohanes Mh,5,2026-08-12,baik,Positif,Positif,81,81,18.5,Sesuai
4131,Karnali,1,2026-08-12,"aplikasi yang sangat menyusahkan, aplikasi segala offline buat berobat, giliran cicilan nunggak grecep banget",Negatif,Negatif,69.4,29.9,69.4,Sesuai
4132,eva mutia,5,2026-08-12,mudah dan cepat,Positif,Positif,99.2,99.2,0.8,Sesuai
4133,Alawiyah Alawiyah,5,2026-08-12,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
4134,Yoike dhaniel Sunaga,5,2026-08-12,lebih simple,Positif,Positif,83.3,83.3,15.7,Sesuai
4135,Muhammad Zaky,1,2026-08-12,"aplikasi cacat, saya mau daftar jkn terlalu lama kali menunggu kode otp nomor hp, terlalu sudah ada 2 jam lebih menunggu kode otp muncul tapi tidak ada padahal no nya betul, jadi kedepannya apk di perbaiki masalah kode otp nya jangan terlalu lama kasian orang yg mau mendaftar",Negatif,Negatif,97.6,2.2,97.6,Sesuai
4136,Vina Zahrotur,1,2026-08-12,"aplikasi ga jelas. sudah masuk aplikasi, tulisannya ""anda sedang offline"" terus. percuma download",Negatif,Negatif,95.1,4.4,95.1,Sesuai
4137,Muhlis Dj,5,2026-08-12,good job,Positif,Positif,97.5,97.5,2.1,Sesuai
4138,Alvin Septian Lubis,1,2026-08-12,kode OTP verifikasi ga masuk masuk,Negatif,Negatif,97.8,2.1,97.8,Sesuai
4139,Engkos Kusnandar,1,2026-08-12,"app ga guna, daftar online ga bisa trs",Negatif,Negatif,93.6,6.3,93.6,Sesuai
4140,Kopi Legit,5,2026-08-12,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
4141,Ronalia Maria,1,2026-08-12,aplikasi nya gangguan terus sudah 1bulan lbh ini setiap mau masuk engga bisa... sudah coba di uninstall dan download lg masih saja sama ga bisa masuk. mohon di perbaiki,Negatif,Negatif,94.7,5,94.7,Sesuai
4142,Zainal Nurul,5,2026-08-12,sangat membantu masyarakat trimakasih apk mobile jkn,Positif,Positif,97.7,97.7,2.2,Sesuai
4143,Ekadoell id,5,2026-08-12,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
4144,erikrafa,5,2026-08-12,membantu😍,Positif,Positif,97.6,97.6,2.3,Sesuai
4145,Deni Alamsyah,5,2026-08-12,okee,Positif,Positif,51.5,51.5,45.6,Sesuai
4146,Sri Harsasih,5,2026-08-12,mudah dan cepat,Positif,Positif,99.2,99.2,0.8,Sesuai
4147,Joni Mawardi,5,2026-08-12,aplikasi mudah dan simpel,Positif,Positif,95.1,95.1,4.6,Sesuai
4148,Ay Loeges,1,2026-08-12,dari kemarin gak bisa login mau daftar antrian paskek woooyyy,Negatif,Negatif,92.5,7.1,92.5,Sesuai
4149,Hartatik Hartatik,1,2026-08-12,"Aplikasi blom layak,, masak verifikasi bisa nyampe 300 detik, dan ga ada notifikasi pesan muncul, YAKIN LADANG KORUPSI UJUNG UJUNGNYA",Negatif,Negatif,88.2,10.2,88.2,Sesuai
4150,Ghosts Riders88,5,2026-08-12,"mempermudah untuk kita yg sibuk,terus tingkatkan",Positif,Positif,87.2,87.2,11.6,Sesuai
4151,Rah Ma Wan,1,2026-08-12,"mau daftar antrian online ke faskes pertama, trus ada bacaan belum ada riwayat medis yg terdaftar intinya apakah mau daftar, klik setuju, udah d klikk, balik lagi kesituu, trus aja muter disitu teruss.. jadi gmana mau ambil antrian online ini",Negatif,Negatif,90,9.5,90,Sesuai
4152,Emmanuella Clarissa,5,2026-08-12,sangat membantu dalam mengurus data-data bpjs,Positif,Positif,96.6,96.6,3.2,Sesuai
4153,Nothing 01,1,2026-08-12,"Selalu tidak dapat memproses permintaan untuk memverifikasi no handphone untuk mengganti password, padahal saya lupa password tapi malah dipersulit seperti ini. Kepada Pihak Mobile JKN mohon segera diperbaiki karena ini bisa saja menyulitkan pengguna mobile JKN yang lain :)",Negatif,Negatif,88.2,10.9,88.2,Sesuai
4154,alifudin,5,2026-08-12,good,Positif,Positif,98.5,98.5,1.3,Sesuai
4155,Arsad 354,5,2026-08-12,"MOHON SISTEM NYA SEGERAH DI BENAHI, PADAHAL RUJUKAN BELUM HABIS MASA BERLAKU DAN TANGGAL KONTROL PUN SUDAH DI TENTUKAN DARI PIHAK RUMAHSAKIT TAPI KENAPA DI SAAT SAYA MENGAMBIL ANTRIAN SELALU ""SURAT KONTROL TIDAK DI TEMUKAN"" KARENA DARI PIHAK RUMAHSAKIT JUGA MENGELUHKAN APLIKASI INI SERING EROR SAMPAI SAYA DI ANJURKAN UNTUK MENDAFTAR MENGGUNAKAN APLIKASI DARI RUMAHSAKIT TOLONG SEGERA ADA PENINJAUAN DAN PERUBAHAN, INI APLIKASI UNTUK LAYANAN KESEHATAN BUKAN APLIKASI UNTUK HIBURAN !!!",Negatif,Negatif,89.1,10.4,89.1,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
4156,jouli aurel,1,2026-08-12,"jahat sumpah aplikasi gajelas, kalau udah verif di awal kenapa harus ganti nomor dan email? disaat urgent malah ngerepotin.",Negatif,Negatif,96.2,3.3,96.2,Sesuai
4157,Agus Nugroho,5,2026-08-12,mudah cepat,Positif,Positif,95.6,95.6,4.2,Sesuai
